NP_ID	NP_Morph	NP_Gloss	ASP	CNJ	POS	PSS	PHI	SEM	MRK	DRV	DET	NPS	NUM	ANM	SYN	DEF	REF
KS05302	pox -lԑ	сын DIM	p	sbj	s	0	n	n	nul	dim	nul	0	s	hum	obj	0	1
KS05401	pox -leŋke -ł	сын DIM 3SG	i	sbj	s	1	3s	fam	nul	dim	nul	0	s	hum	sbj	1	1
KS05402	xătəł	солнце	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS05403	xătəł sor -ən	солнце свет LOC	i	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	0	0
KS05404	xătəł	солнце	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS05405	xătəł mes -ən	солнце тепло LOC	i	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	0	0
KS05501	łowatti -j -a	величина STEM DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	0
KS05601	aŋke -ł -ən	мать 3SG LOC	p	sbj	s	1	3s	fam	loc	nul	nul	0	s	hum	iob	1	1
KS05602	aŋke -ł -ən ɔntəp -ən	мать 3SG LOC люлька LOC	p	sbj	s	0	n	n	loc	nul	nul	0	s	hum	iob	0	1
KS05701	ɔntəp -a	люлька DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
KS05702	pox -əł	мальчик 3SG	p	sbj	s	1	3s	dis	nul	nul	nul	0	s	hum	sbj	1	1
KS05703	ɔntəp	люлька	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	sbj	1	1
KS05801	ɔjka -j -əł	мужичок STEM 3SG	p	sbj	s	1	3s	dis	nul	nul	nul	0	s	hum	sbj	1	1
KS05802	ime -ł	жена 3SG	p	obj	s	1	3s	fam	nul	nul	nul	0	s	hum	obj	1	1
KS05901	jiwłap-ăsłap pox	безродный мальчик	n	n	s	0	n	n	nul	nul	nul	0	s	hum	prd	0	0
KS05902	jiwłap-ăsłap pox ewi	безродный мальчик девочка	n	n	s	0	n	n	nul	nul	nul	0	s	hum	prd	0	0
KS06001	pox -en	сын 2SG	p	sbj	s	1	2s	dis	nul	nul	nul	0	s	hum	obj	0	0
KS06101	aśe -ł -ən	отец 3SG LOC	p	sbj	s	1	3s	fam	loc	nul	nul	0	s	hum	iob	1	1
KS06102	jux	дерево	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
KS06103	jux ɔntəp -ən	дерево люлька LOC	p	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	0	1
KS06201	jux	дерево	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
KS06202	jux ɔntəp -ən	дерево люлька LOC	p	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	1	1
KS06203	aŋke -ł -ən	мать 3SG LOC	p	sbj	s	1	3s	fam	loc	nul	nul	0	s	hum	iob	1	1
KS06204	jux	дерево	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
KS06205	jux ɔntəp -a	дерево люлька DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
KS06301	jux	дерево	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
KS06302	jux ɔntəp -a	дерево люлька DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
KS06303	pox -əł	сын 3SG	p	sbj	s	1	3s	fam	nul	nul	nul	0	s	hum	sbj	1	1
KS06304	jux	дерево	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
KS06305	jux ɔntəp	дерево люлька	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	sbj	1	1
KS06401	ɔjka -j -əł	мужичок STEM 3SG	p	sbj	s	1	3s	dis	nul	nul	nul	0	s	hum	sbj	1	1
KS06402	ime -ł	жена 3SG	p	obj	s	1	3s	fam	nul	nul	nul	0	s	hum	obj	1	1
KS06501	jiwłap-ăsłap pox	безродный мальчик	n	n	s	0	n	n	nul	nul	nul	0	s	hum	prd	0	0
KS06502	jiwłap-ăsłap pox ewi	безродный мальчик девочка	n	n	s	0	n	n	nul	nul	nul	0	s	hum	prd	0	0
KS06601	pox -en	сын 2SG	p	sbj	s	1	2s	dis	nul	nul	nul	0	s	hum	obj	0	0
KS06701	aśe -ł -ən	отец 3SG LOC	p	sbj	s	1	3s	fam	loc	nul	nul	0	s	hum	iob	1	1
KS06702	karti	железо	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
KS06703	karti ɔntəp -ən	железо люлька LOC	p	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	0	1
KS06801	karti	железо	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
KS06802	karti ɔntəp -ən	железо люлька LOC	p	sbj	s	0	n	n	loc	nul	nul	0	s	non	iob	1	1
KS06803	aŋke -ł -ən	мать 3SG LOC	p	sbj	s	1	3s	fam	loc	nul	nul	0	s	hum	iob	1	1
KS06804	karti	железо	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
KS06805	karti ɔntəp -a	железо люлька DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
KS06901	karti	железо	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
KS06902	karti ɔntəp -a	железо люлька DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	1	1
KS06903	pox -əł	сын 3SG	p	sbj	s	1	3s	fam	nul	nul	nul	0	s	hum	sbj	1	1
KS06904	karti	железо	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	0	0
KS06905	karti ɔntəp	железо люлька	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	sbj	1	1
KS07001	ɔjka -j -əł	мужичок STEM 3SG	p	sbj	s	1	3s	dis	nul	nul	nul	0	s	hum	sbj	1	1
KS07101	jiwłap-ăsłap pox	безродный мальчик	n	n	s	0	n	n	nul	nul	nul	0	s	hum	prd	0	0
KS07102	jiwłap-ăsłap pox ewi	безродный мальчик девочка	n	n	s	0	n	n	nul	nul	nul	0	s	hum	prd	0	0
KS07201	pox -en	сын 2SG	p	sbj	s	1	2s	dis	nul	nul	nul	0	s	hum	obj	0	0
KS07401	pox -əł	сын 3SG	p	sbj	s	1	3s	fam	nul	nul	nul	0	s	hum	sbj	1	1
KS07402	łowatti -j -a	величина STEM DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	0
KS07501	i xătł -a	один день DAT	p	sbj	s	0	n	n	dat	nul	i	0	s	non	iob	0	1
KS07502	wɔš tԑł jɔx	город полный люди	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	sbj	1	1
KS07503	jɔx	люди	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	obj	0	1
KS07504	kǫrt tԑł jɔx	деревня полный люди	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	sbj	1	1
KS07505	jɔx	люди	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	obj	0	1
KS07506	śempər	щемпэр 	p	sbj	p	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS07507	śempər kew	щемпэр камень	p	sbj	p	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS07508	śempər kew potali -j -ən	щемпэр камень комок STEM LOC	p	sbj	s	0	n	n	loc	nul	nul	1	s	non	iob	0	1
KS07601	ńoxəs	соболь	i	sbj	s	0	n	n	nul	nul	nul	0	nu	anm	gen	0	0
KS07602	ńoxəs păłat	соболь высота	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	0
KS07603	wǫrt	бог	i	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	1	1
KS07604	pox	сын	i	sbj	s	0	n	n	nul	nul	nul	0	s	hum	nul	1	1
KS07605	śempər	щемпэр	i	sbj	p	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS07606	śempər kew	щемпэр камень	i	sbj	p	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS07607	śempər kew potali -j -ən	щемпэр камень комок STEM LOC	i	sbj	s	0	n	n	loc	nul	nul	1	s	non	iob	0	1
KS07701	śempər	щемпэр	p	sbj	p	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS07702	śempər kew	щемпэр камень	p	sbj	p	0	n	n	nul	nul	nul	0	s	non	obj	1	1
KS07801	śempər	щемпэр	p	sbj	p	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS07802	śempər kew	щемпэр камень	p	sbj	p	0	n	n	nul	nul	nul	0	s	non	obj	1	1
KS08001	śempər	щемпэр	p	obj	p	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS08002	śempər kew	щемпэр камень	p	obj	p	0	n	n	nul	nul	nul	0	s	non	obj	1	1
KS08003	kǫrt	деревня	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS08004	wɔš tԑł jɔx -ł -ał	город полный люди PL 3SG	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS08005	 jɔx -ł -ał	люди PL 3SG	p	sbj	s	1	3s	oth	nul	nul	nul	0	p	hum	obj	0	0
KS08006	i pԑlk -əł	один сторона 3SG	p	sbj	s	1	3s	prt	nul	nul	i	1	s	non	sbj	0	1
KS08101	ox -əł sԑm -əł	голова 3SG глаз 3SG	p	sbj	s	1	3s	bod	nul	nul	nul	0	s	non	obj	1	1
KS08102	ox -əł	голова 3SG	p	sbj	s	i	3s	bod	nul	nul	nul	0	s	non	obj	1	1
KS08103	sԑm -əł	глаз 3SG	p	sbj	s	i	3s	bod	nul	nul	nul	0	s	non	obj	1	1
KS08201	ałəŋ -a	утро DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	1
KS08301	jɔx -ł -ał	люди PL 3SG	i	sbj	s	1	3s	oth	nul	nul	nul	0	p	hum	sbj	0	1
KS08302	śempər	щемпэр	i	sbj	p	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS08303	śempər kew -ən	щемпэр камень LOC	i	sbj	p	0	n	n	loc	nul	nul	0	s	non	iob	1	1
KS08401	ńoxəs	соболь	i	sbj	s	0	n	n	nul	nul	nul	0	nu	anm	gen	0	0
KS08402	ńoxəs păłat	соболь высота	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	0
KS08403	wǫrt	бог	i	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	1	1
KS08404	pox	сын	i	sbj	s	0	n	n	nul	nul	nul	0	s	hum	nul	1	1
KS08405	śempər	щемпэр	i	sbj	p	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS08406	śempər kew	щемпэр камень	i	sbj	p	0	n	n	nul	nul	nul	0	s	non	iob	1	1
KS08601	śempər	щемпэр	p	sbj	p	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS08602	śempər kew	щемпэр камень	p	sbj	p	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS08603	śempər kew potali	щемпэр камень комок	p	sbj	s	0	n	n	nul	nul	nul	1	s	non	obj	1	1
KS08701	śempər	щемпэр	p	obj	p	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS08702	śempər kew	щемпэр камень	p	obj	p	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS08703	śempər kew potali	щемпэр камень комок	p	sbj	s	0	n	n	nul	nul	nul	1	s	non	obj	1	1
KS08704	kǫrt	деревня	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS08705	kǫrt tԑł wɔš	деревня полный город	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS08706	 jɔx -ł -ał	люди PL 3SG	p	sbj	s	1	3s	oth	nul	nul	nul	0	p	hum	obj	0	0
KS08707	i pԑlk -əł	один половина 3SG	p	sbj	s	1	3s	prt	nul	nul	nul	0	s	non	sbj	0	1
KS08801	ox -əł sԑm -əł	голова 3SG глаз 3SG	p	sbj	s	1	3s	bod	nul	nul	nul	0	s	non	obj	1	1
KS08802	ox -əł	голова 3SG	p	sbj	s	i	3s	bod	nul	nul	nul	0	s	non	obj	1	1
KS08803	sԑm -əł	голова 3SG глаз 3SG	p	sbj	s	i	3s	bod	nul	nul	nul	0	s	non	obj	1	1
KS08901	aśe -ł	отец 3SG	p	sbj	s	1	3s	fam	nul	nul	nul	0	s	hum	sbj	1	1
KS08902	ime -ł	жена 3SG	p	obj	s	1	3s	fam	nul	nul	nul	0	s	hum	obj	1	1
KS09001	jiwłap-ăsłap pox	безродный мальчик	n	n	s	0	n	n	nul	nul	nul	0	s	hum	nul	0	0
KS09002	jiwłap-ăsłap pox ewi	безродный мальчик девочка	n	n	s	0	n	n	nul	nul	nul	0	s	hum	nul	0	0
KS09101	pox -en	сын 2SG	p	sbj	s	1	2s	dis	nul	nul	nul	0	s	hum	obj	0	0
KS09201	kǫrt	деревня	p	obj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS09202	wɔš tԑł jɔx -ł -ał	город полный люди PL 3SG	p	obj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS09203	jɔx -ł -ał	люди PL 3SG	p	obj	s	1	3s	oth	nul	nul	nul	0	p	hum	obj	0	0
KS09204	i pԑlk -əł	один половина 3SG	p	obj	s	1	3s	prt	nul	nul	nul	0	s	non	obj	0	1
KS09301	ałəŋ -a	утро DAT	p	sbj	s	0	n	n	dat	nul	nul	0	s	non	iob	0	1
KS09401	kǫrt	деревня	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	sbj	1	1
KS09402	wɔš tԑł jɔx -ł -ał	город полный люди PL 3SG	i	sbj	s	0	n	n	nul	nul	nul	0	s	non	sbj	1	1
KS09403	jɔx -ł -ał	люди PL 3SG	i	sbj	s	1	3s	oth	nul	nul	nul	0	p	hum	obj	0	0
KS09404	śempər	щемпэр	i	sbj	p	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS09405	śempər kew	щемпэр камень	i	sbj	p	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS09406	śempər kew potali -j -ən	щемпэр камень комок STEM LOC	i	sbj	s	0	n	n	loc	nul	nul	1	s	non	iob	1	1
KS09501	ńoxəs	соболь	p	sbj	s	0	n	n	nul	nul	nul	0	nu	anm	gen	0	0
KS09502	ńoxəs păłat	соболь высота	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	obj	0	0
KS09503	wǫrt	бог	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	gen	1	1
KS09504	pox	сын	p	sbj	s	0	n	n	nul	nul	nul	0	s	hum	nul	1	1
KS09505	śempər	щемпэр	i	sbj	p	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS09506	śempər kew -ən	щемпэр камень LOC	i	sbj	p	0	n	n	loc	nul	nul	0	s	non	iob	1	1
KS09701	śempər	щемпэр	p	sbj	p	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS09702	śempər kew	щемпэр камень	p	sbj	p	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS09703	śempər kew potali	щемпэр камень комок	p	sbj	s	0	n	n	nul	nul	nul	1	s	non	sbj	1	1
KS09801	kǫrt	деревня	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS09802	wɔš tԑł jɔx -ł -ał	город полный люди PL 3SG	p	sbj	s	0	n	n	nul	nul	nul	0	s	non	gen	1	1
KS09803	jɔx -ł -ał	люди PL 3SG	p	sbj	s	1	3s	oth	nul	nul	nul	0	p	hum	obj	0	0
KS09804	i pԑlk -əł	один половина 3SG	p	sbj	s	1	3s	prt	nul	nul	i	0	s	non	sbj	0	1
KS09901	ox -əł sԑm -əł	голова 3SG глаз 3SG	p	sbj	s	1	3s	bod	nul	nul	nul	0	s	non	obj	1	1
KS09902	ox -əł	голова 3SG	p	sbj	s	i	3s	bod	nul	nul	nul	0	s	non	obj	1	1
KS09903	sԑm -əł	глаз 3SG	p	sbj	s	i	3s	bod	nul	nul	nul	0	s	non	obj	1	1
KS10001	aśe -ł	отец 3SG	i	sbj	s	1	3s	fam	nul	nul	nul	0	s	hum	sbj	1	1
KS10101	jiwłap-ăsłap pox	безродный мальчик	n	n	s	0	n	n	nul	nul	nul	0	s	hum	nul	0	0
KS10102	jiwłap-ăsłap pox ewi	безродный мальчик девочка	n	n	s	0	n	n	nul	nul	nul	0	s	hum	nul	0	0
KS10201	pox -en	сын 2SG	p	sbj	s	1	2s	dis	nul	nul	nul	0	s	hum	obj	0	0
KS10301	kǫrt	деревня	p	obj	s	0	n	n	nul	nul	nul	0	s	non	obj	1	1
KS10302	wɔš tԑł jɔx -ł -ał	город полный люди PL 3SG	p	obj	s	0	n	n	nul	nul	nul	0	s	non	obj	1	1
KS10303	jɔx -ł -ał	люди PL 3SG	p	obj	s	1	3s	oth	nul	nul	nul	0	p	hum	obj	0	0
KS10401	aśe -ł	отец 3SG	p	sbj	s	1	3s	fam	nul	nul	nul	0	s	hum	sbj	1	1
KS10402	pox -əł	отец 3SG сын 3SG	p	sbj	s	1	3s	fam	psp	nul	nul	0	s	hum	pob	1	1
